roster,row_index,name,award_year,service,acm_profile,acm_evidence_url,acm_evidence_time,acm_award_country,reviewed_at,prior_link,accepted_link,prior_quality,accepted_quality,prior_date,accepted_date,evidence_mode,identity_finding,review_status,availability,fetch_outcome,evidence_time,capture_sha256,capture_path,final_url,institution_country_evidence,publication_count,count_basis,sample_count,sample_scope,representative_publications,coverage_finding,contamination_finding,rationale,search_queries,search_outcome,candidate,review_question,action,additional_sources
turing_award_winners.csv,25,"Valiant, Leslie G",2010,scholar,https://awards.acm.org/award-recipients/valiant_2612174,https://awards.acm.org/award-recipients/valiant_2612174,2026-09-13T23:38:33Z,USA,2026-09-18T19:32:58.722129+00:00,https://scholar.google.com/citations?user=H509xdsAAAAJ,https://scholar.google.com/citations?user=H509xdsAAAAJ,Y,Y,2026-09-17,2026-09-17,existing captures; general web discovery,supported,supported_sample,available at retained capture only; not freshly checked,retained success,2026-09-17T02:07:27Z,9462fb8f3550f90f0546125df33c4746c411426a888f643bd00152c65ea39dd9,bigcows-crawler/.cache/turing-scholar-refresh-2026-09-16/cache.json,https://scholar.google.com/citations?user=H509xdsAAAAJ,"Unknown affiliation; ACM award country USA; affiliations describe the capture, not necessarily award year.",20,lower bound from captured first page; not total profile size,20,all 20 captured most-cited entries; broader coverage and recent-work assessment unresolved,A theory of the learnable | A bridging model for parallel computation | The complexity of computing the permanent | The complexity of enumeration and reliability problems,multiple central works represented in sample; full bibliography and recent-work coverage unresolved,no substantial unrelated cluster in the inspected sample,"Harvard CS source and distinctive PAC learning, permanent/counting complexity, BSP and evolvability papers support Valiant despite Scholar's unknown affiliation.",,,,,retain,
turing_award_winners.csv,25,"Valiant, Leslie G",2010,dblp,https://awards.acm.org/award-recipients/valiant_2612174,https://awards.acm.org/award-recipients/valiant_2612174,2026-09-13T23:38:33Z,USA,2026-09-18T19:32:58.722129+00:00,https://dblp.org/pid/v/LeslieGValiant,https://dblp.org/pid/v/LeslieGValiant,Y,Y,2026-09-17,2026-09-17,existing captures; general web discovery,supported,supported,available at retained capture only; not freshly checked,ok,2026-09-17T21:07:35Z,df8b62a560346810a058448ca6822b0f11df0ad68075c99008e57b486aed3536,bigcows-crawler/.cache/dblp-refresh-2026-09-17-132635/safari/captures/dc6fe9b0e9af095fc238f38cbade2ca1e494aaccf336011f6f97cb7eafce3236-1789679255357245000.html,https://dblp.org/pid/v/LeslieGValiant.html,"id=""profile""> Person information award (2010): Turing Award award (1997): Knuth Prize <div style=""clear:",121,records in complete retained bibliography; versions/reprints may repeat works,12,"12 chronological samples spanning newest, middle and oldest work; years 1973–2026",Enhanced and Efficient Reasoning in Large Learning Models. | Evolution with Drifting Targets. | The Equivalence Problem for D0L Systems and its Decidability for Binary Alphabets. | Deterministic one-counter automata.,meaningful career-spanning body of recognized or adjacent work in retained bibliography,no substantial unrelated cluster in inspected records,"Harvard CS source and distinctive PAC learning, permanent/counting complexity, BSP and evolvability papers support Valiant despite Scholar's unknown affiliation.",,,,,retain,
turing_award_winners.csv,25,"Valiant, Leslie G",2010,csrankings,https://awards.acm.org/award-recipients/valiant_2612174,https://awards.acm.org/award-recipients/valiant_2612174,2026-09-13T23:38:33Z,USA,2026-09-18T19:32:58.722129+00:00,Leslie G. Valiant,Leslie G. Valiant,,,2026-09-18,2026-09-18,existing captures; general web discovery,supported,supported,present in selected source snapshot; live inclusion not checked,retained source row matches all five original fields,2026-09-18 source snapshot,ba62c03dd6140660dc746056cb8eb4e4f01447b392662d1de71c4dc30e4f0845,bigcows-crawler/.cache/csrankings/csrankings-l.csv,,Harvard University; homepage http://people.seas.harvard.edu/~valiant; compared with ACM country USA and publication identity.,not applicable,not applicable,not applicable,,,not applicable,not applicable,"Harvard CS source and distinctive PAC learning, permanent/counting complexity, BSP and evolvability papers support Valiant despite Scholar's unknown affiliation. Generated DBLP link https://dblp.org/pers/hd/v/Valiant:Leslie_G%3D has no retained resolved-destination capture in this review; its destination remains unverified and was not used as independent identity proof.",,,,,revalidate exact source key; alignment date remains 2026-09-18,http://people.seas.harvard.edu/~valiant
turing_award_winners.csv,26,"Thacker, Charles P",2009,scholar,https://awards.acm.org/award-recipients/thacker_1336106,https://awards.acm.org/award-recipients/thacker_1336106,2026-09-13T23:39:58Z,USA,2026-09-18T19:32:58.722129+00:00,,,N,N,,,existing captures; general web discovery,missing,missing,no stored link,,,,,,,,,,,,not assessed: missing link,not assessed,"DBLP 12-record complete capture identifies Thacker through Alto/Ethernet, Firefly, Alpha, Autonet and flash storage. Coverage is limited, starts 1987 and duplicates several works; independently check earlier industrial contributions before accepting contextual exception.","[{""query"": ""Charles Thacker publications Microsoft Alto"", ""log"": ""additional-search-notes.json""}, {""query"": ""Charles Thacker \""Google Scholar\"""", ""log"": ""scholar-search-1.json""}, {""query"": ""Charles P Thacker Google Scholar CSRankings"", ""log"": ""search-16.json""}, {""query"": ""Charles P Thacker DBLP publications bibliography"", ""log"": ""search-68.json""}]",General web search and retained candidate evidence did not establish an acceptable accessible profile; no claim that none exists. September 16 search: No matching author profile verified in the general web search results.,,,leave blank,https://www.microsoft.com/en-us/research/people/cthacker/
turing_award_winners.csv,26,"Thacker, Charles P",2009,dblp,https://awards.acm.org/award-recipients/thacker_1336106,https://awards.acm.org/award-recipients/thacker_1336106,2026-09-13T23:39:58Z,USA,2026-09-18T19:32:58.722129+00:00,https://dblp.org/pid/58/4470,https://dblp.org/pid/58/4470,Y,Y,2026-09-17,2026-09-17,existing captures; general web discovery,supported,unresolved_coverage,available at retained capture only; not freshly checked,ok,2026-09-17T23:30:36Z,3da167f8e3ddb080854a6f186bd10d5b0f2f4ba4509f7178e39dd660f316dc15,bigcows-crawler/.cache/dblp-refresh-2026-09-17-132635/safari/captures/303d9637f4d260e56a1693146ceb11b1b1b16903c0edf5f53dffcedd2b027ad2-1789687836639213000.html,https://dblp.org/pid/58/4470.html,"id=""profile""> Person information award (2009): Turing Award award (2017): Eckert-Mauchly Award award (2007): IEEE John von Neumann Medal award (1984): ACM Software System Award ",12,records in complete retained bibliography; versions/reprints may repeat works,12,all records; years 1987–2013,Reconfigurable computing in the era of post-silicon scaling [panel discussion]. | Computer Architecture. | Personal distributed computing: the alto and ethernet hardware. | Firefly: A Multiprocessor Workstation.,limited complete bibliography; contextual coverage decision pending,no substantial unrelated cluster in inspected records,"DBLP 12-record complete capture identifies Thacker through Alto/Ethernet, Firefly, Alpha, Autonet and flash storage. Coverage is limited, starts 1987 and duplicates several works; independently check earlier industrial contributions before accepting contextual exception.","[{""query"": ""Charles Thacker publications Microsoft Alto"", ""log"": ""additional-search-notes.json""}, {""query"": ""Charles Thacker \""Google Scholar\"""", ""log"": ""scholar-search-1.json""}, {""query"": ""Charles P Thacker Google Scholar CSRankings"", ""log"": ""search-16.json""}, {""query"": ""Charles P Thacker DBLP publications bibliography"", ""log"": ""search-68.json""}]",General search rediscovered the same DBLP profile; no distinct better bibliography established.,,"DBLP has 12 records (including duplicates) from 1987 onward, covering Alto/Ethernet, Firefly, Alpha and Autonet but limited early work; retain Y as an exception or set N?",flag; preserve existing Y,https://www.microsoft.com/en-us/research/people/cthacker/
turing_award_winners.csv,26,"Thacker, Charles P",2009,csrankings,https://awards.acm.org/award-recipients/thacker_1336106,https://awards.acm.org/award-recipients/thacker_1336106,2026-09-13T23:39:58Z,USA,2026-09-18T19:32:58.722129+00:00,,,,,,,existing captures; general web discovery,missing,missing,missing association; not evidence of upstream withdrawal,,,,,,,not applicable,not applicable,not applicable,,,not applicable,not applicable,"DBLP 12-record complete capture identifies Thacker through Alto/Ethernet, Firefly, Alpha, Autonet and flash storage. Coverage is limited, starts 1987 and duplicates several works; independently check earlier industrial contributions before accepting contextual exception.","[{""query"": ""Charles Thacker publications Microsoft Alto"", ""log"": ""additional-search-notes.json""}, {""query"": ""Charles Thacker \""Google Scholar\"""", ""log"": ""scholar-search-1.json""}, {""query"": ""Charles P Thacker Google Scholar CSRankings"", ""log"": ""search-16.json""}, {""query"": ""Charles P Thacker DBLP publications bibliography"", ""log"": ""search-68.json""}]",No supported exact key found in selected 26 source shards or saved candidates; general web search did not establish an original source row.,,,leave blank,https://www.microsoft.com/en-us/research/people/cthacker/
turing_award_winners.csv,27,"Liskov, Barbara",2008,scholar,https://awards.acm.org/award-recipients/liskov_1108679,https://awards.acm.org/award-recipients/liskov_1108679,2026-09-13T23:40:05Z,USA,2026-09-18T19:32:58.722129+00:00,,,N,N,,,existing captures; general web discovery,missing,missing,no stored link,,,,,,,,,,,,not assessed: missing link,not assessed,"MIT source and CLU, subtyping, fault tolerance, proactive recovery and transactional storage identify Liskov. Missing Scholar requires search; NOSCHOLARPAGE is not positive identifier evidence.","[{""query"": ""Barbara Liskov \""Google Scholar\"""", ""log"": ""scholar-search-1.json""}, {""query"": ""Barbara Liskov MIT Google Scholar profile"", ""log"": ""search-16.json""}]",General web search and retained candidate evidence did not establish an acceptable accessible profile; no claim that none exists. September 16 search: No matching author profile verified in the general web search results.,,,leave blank,
turing_award_winners.csv,27,"Liskov, Barbara",2008,dblp,https://awards.acm.org/award-recipients/liskov_1108679,https://awards.acm.org/award-recipients/liskov_1108679,2026-09-13T23:40:05Z,USA,2026-09-18T19:32:58.722129+00:00,https://dblp.org/pid/l/BarbaraLiskov,https://dblp.org/pid/l/BarbaraLiskov,Y,Y,2026-09-17,2026-09-17,existing captures; general web discovery,supported,supported,available at retained capture only; not freshly checked,ok,2026-09-17T23:11:11Z,42e51951031091c5ce6b5e269947cef748565ea5a14749d75e71b901a631e3a3,bigcows-crawler/.cache/dblp-refresh-2026-09-17-132635/safari/captures/5e6f553fe554777587312531ab5600c1bcadf6068b90bbf4dcc3ec32fcdfef16-1789686671599445000.html,https://dblp.org/pid/l/BarbaraLiskov.html,"id=""profile""> Person information affiliation: Massachusetts Institute of Technology award (2008): Turing Award award (2018): Computer Pioneer Award award (2008): Programming Languages Achievement Award award (2004): IEEE John von Neumann Medal award (2012): National Inventors Hall of Fame <div style=""clear:",163,records in complete retained bibliography; versions/reprints may repeat works,12,"12 chronological samples spanning newest, middle and oldest work; years 1971–2022",Opportunities for optimism in contended main-memory multicore transactions. | IFDB: decentralized information flow control for databases. | Full text of all questions submitted. | The Design of the Venus Operating System.,meaningful career-spanning body of recognized or adjacent work in retained bibliography,no substantial unrelated cluster in inspected records,"MIT source and CLU, subtyping, fault tolerance, proactive recovery and transactional storage identify Liskov. Missing Scholar requires search; NOSCHOLARPAGE is not positive identifier evidence.",,,,,retain,
turing_award_winners.csv,27,"Liskov, Barbara",2008,csrankings,https://awards.acm.org/award-recipients/liskov_1108679,https://awards.acm.org/award-recipients/liskov_1108679,2026-09-13T23:40:05Z,USA,2026-09-18T19:32:58.722129+00:00,Barbara Liskov,Barbara Liskov,,,2026-09-18,2026-09-18,existing captures; general web discovery,supported,supported,present in selected source snapshot; live inclusion not checked,retained source row matches all five original fields,2026-09-18 source snapshot,346f4b010258ac85ce89dfd3679fb4e26aab2f138dfd056bd2c2f9797551052f,bigcows-crawler/.cache/csrankings/csrankings-b.csv,,Massachusetts Inst. of Technology; homepage https://www.csail.mit.edu/user/971; compared with ACM country USA and publication identity.,not applicable,not applicable,not applicable,,,not applicable,not applicable,"MIT source and CLU, subtyping, fault tolerance, proactive recovery and transactional storage identify Liskov. Missing Scholar requires search; NOSCHOLARPAGE is not positive identifier evidence. Generated DBLP link https://dblp.org/pers/hd/l/Liskov:Barbara has no retained resolved-destination capture in this review; its destination remains unverified and was not used as independent identity proof.",,,,,revalidate exact source key; alignment date remains 2026-09-18,https://www.csail.mit.edu/user/971
turing_award_winners.csv,28,"Clarke, Edmund",2007,scholar,https://awards.acm.org/award-recipients/clarke_1167964,https://awards.acm.org/award-recipients/clarke_1167964,2026-09-13T23:40:18Z,USA,2026-09-18T19:32:58.722129+00:00,https://scholar.google.com/citations?user=_adL2C8AAAAJ,https://scholar.google.com/citations?user=_adL2C8AAAAJ,Y,Y,2026-09-17,2026-09-17,existing captures; general web discovery,supported,supported_sample,available at retained capture only; not freshly checked,retained success,2026-09-17T02:07:40Z,056914fa5e910b8b9bdbb96e28a58534a58fe6d8acdcba6509c038fdba87c0f7,bigcows-crawler/.cache/turing-scholar-refresh-2026-09-16/cache.json,https://scholar.google.com/citations?user=_adL2C8AAAAJ,"University Professor Emeritus at Carnegie Mellon University; ACM award country USA; affiliations describe the capture, not necessarily award year.",20,lower bound from captured first page; not total profile size,20,all 20 captured most-cited entries; broader coverage and recent-work assessment unresolved,Model checking | Automatic verification of finite-state concurrent systems using temporal logic specifications | Design and synthesis of synchronization skeletons using branching time temporal logic | Symbolic model checking: 1020 states and beyond,multiple central works represented in sample; full bibliography and recent-work coverage unresolved,no substantial unrelated cluster in the inspected sample,"CMU model checking and temporal logic supported across Scholar and DBLP. Cancer/cardiac/T-cell applications explicitly use formal methods; do not label them unrelated medicine. Late records may be posthumous publications/reprints, not a different person by date alone.",,,,,retain,
