roster,name,previous_csrankings_name,csrankings_name,status,legacy_dblp_candidates,legacy_scholar_candidates,reason,institutional_source,roster_dblp_profile,roster_scholar_profile
acm_fellows.csv,"Adar, Eytan",Eytan Adar,Eytan Adar,existing_link_corroborated,Eytan Adar,Eytan Adar,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/a/EytanAdar,https://scholar.google.com/citations?user=4tMapHYAAAAJ
acm_fellows.csv,"Chen, Xilin",Xilin Chen 0001,Xilin Chen 0001,existing_link_corroborated,Xilin Chen 0001,Xilin Chen 0001,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/c/XilinChen,https://scholar.google.com/citations?user=vVx2v20AAAAJ
acm_fellows.csv,"Churchill, Elizabeth Frances",Elizabeth F. Churchill,Elizabeth F. Churchill,existing_link_corroborated,Elizabeth F. Churchill,Elizabeth F. Churchill,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/99/3360,https://scholar.google.com/citations?user=wZB07xAAAAAJ
acm_fellows.csv,"Conitzer, Vincent",Vincent Conitzer,Vincent Conitzer,existing_link_corroborated,Vincent Conitzer,Vincent Conitzer,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/c/VincentConitzer,https://scholar.google.com/citations?user=juRk4lQAAAAJ
acm_fellows.csv,"Contractor, Noshir",Noshir Contractor,Noshir Contractor,existing_link_corroborated,Noshir Contractor,Noshir Contractor,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/84/4114,https://scholar.google.com/citations?user=Fqw9o84AAAAJ
acm_fellows.csv,"Dwyer, Matthew B",Matthew B. Dwyer,Matthew B. Dwyer,existing_link_corroborated,Matthew B. Dwyer,Matthew B. Dwyer,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/d/MatthewBDwyer,https://scholar.google.com/citations?user=-ZRKCcEAAAAJ
acm_fellows.csv,"Freedman, Michael J.",Michael J. Freedman,Michael J. Freedman,existing_link_corroborated,Michael J. Freedman,Michael J. Freedman,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/65/1370,https://scholar.google.com/citations?user=BFE6IQwAAAAJ
acm_fellows.csv,"Getoor, Lise",Lise Getoor,Lise Getoor,existing_link_corroborated,Lise Getoor,Lise Getoor,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/g/LiseGetoor,https://scholar.google.com/citations?user=Y8-xGncAAAAJ
acm_fellows.csv,"Gini, Maria L",Maria L. Gini,Maria L. Gini,existing_link_corroborated,Maria L. Gini,Maria L. Gini,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/g/MariaLGini,https://scholar.google.com/citations?user=2ewb-10AAAAJ
acm_fellows.csv,"Kambhampati, Subbarao",Subbarao Kambhampati,Subbarao Kambhampati,existing_link_corroborated,Subbarao Kambhampati,Subbarao Kambhampati,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/k/SKambhampati,https://scholar.google.com/citations?user=yl3L07sAAAAJ
acm_fellows.csv,"Li, Xiangyang",Xiangyang Li 0001,Xiangyang Li 0001,existing_link_corroborated,Xiangyang Li 0001,Xiangyang Li 0001,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/l/XiangYangLi,https://scholar.google.com/citations?user=JURtNb0AAAAJ
acm_fellows.csv,"Lu, Songwu",Songwu Lu,Songwu Lu,existing_link_corroborated,Songwu Lu,Songwu Lu,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/55/758,https://scholar.google.com/citations?user=PVdTviYAAAAJ
acm_fellows.csv,"Marculescu, Diana",Diana Marculescu,Diana Marculescu,existing_link_corroborated,Diana Marculescu,Diana Marculescu,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/59/2715,https://scholar.google.com/citations?user=MRHzTAIAAAAJ
acm_fellows.csv,"Mihalcea, Rada",Rada Mihalcea,Rada Mihalcea,existing_link_corroborated,Rada Mihalcea,Rada Mihalcea,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/m/RadaMihalcea,https://scholar.google.com/citations?user=UetM7FgAAAAJ
acm_fellows.csv,"Murphy, Robin R",Robin R. Murphy,Robin R. Murphy,existing_link_corroborated,Robin R. Murphy,Robin R. Murphy,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/71/3442,https://scholar.google.com/citations?user=SIcRijoAAAAJ
acm_fellows.csv,"Nieh, Jason",Jason Nieh,Jason Nieh,existing_link_corroborated,Jason Nieh,,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/n/JasonNieh,https://scholar.google.com/citations?user=e84VgEYAAAAJ
acm_fellows.csv,"Pfister, Hanspeter",Hanspeter Pfister,Hanspeter Pfister,existing_link_corroborated,Hanspeter Pfister,,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/p/HanspeterPfister,https://scholar.google.com/citations?user=VWX-GMAAAAAJ
acm_fellows.csv,"Pop, Mihai",Mihai Pop,Mihai Pop,existing_link_corroborated,Mihai Pop,Mihai Pop,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/293/3689,https://scholar.google.com/citations?user=4glkLD0AAAAJ
acm_fellows.csv,"Rosenschein, Jeffrey S",Jeffrey S. Rosenschein,Jeffrey S. Rosenschein,existing_link_corroborated,Jeffrey S. Rosenschein,,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/r/JeffreySRosenschein,https://scholar.google.com/citations?user=TIQlTAEAAAAJ
acm_fellows.csv,"Seshan, Srinivasan",Srinivasan Seshan,Srinivasan Seshan,existing_link_corroborated,Srinivasan Seshan,Srinivasan Seshan,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/s/SrinivasanSeshan,https://scholar.google.com/citations?user=0irVeiQAAAAJ
acm_fellows.csv,"Shenoy, Prashant J",Prashant J. Shenoy,Prashant J. Shenoy,existing_link_corroborated,Prashant J. Shenoy,Prashant J. Shenoy,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/s/PrashantJShenoy,https://scholar.google.com/citations?user=TciP6mcAAAAJ
acm_fellows.csv,"Singh, Mona",Mona Singh 0001,Mona Singh 0001,existing_link_corroborated,Mona Singh 0001,,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/73/6093-1,
acm_fellows.csv,"Sitaraman, Ramesh Kumar",Ramesh K. Sitaraman,Ramesh K. Sitaraman,existing_link_corroborated,Ramesh K. Sitaraman,Ramesh K. Sitaraman,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/s/RameshKSitaraman,https://scholar.google.com/citations?user=Hj4o7GYAAAAJ
acm_fellows.csv,"Song, Dawn",Dawn Song,Dawn Song,existing_link_corroborated,Dawn Song,Dawn Song,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/s/DXSong,https://scholar.google.com/citations?user=84WzBlYAAAAJ
acm_fellows.csv,"Stolfo, Salvatore J",Salvatore J. Stolfo,Salvatore J. Stolfo,existing_link_corroborated,Salvatore J. Stolfo,,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/s/SalvatoreJStolfo,https://scholar.google.com/citations?user=iLXSMP8AAAAJ
acm_fellows.csv,"Tao, Dacheng",Dacheng Tao,Dacheng Tao,existing_link_corroborated,Dacheng Tao,Dacheng Tao,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/46/3391,https://scholar.google.com/citations?user=RwlJNLcAAAAJ
acm_fellows.csv,"Tennenholtz, Moshe",Moshe Tennenholtz,Moshe Tennenholtz,existing_link_corroborated,Moshe Tennenholtz,,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/t/MosheTennenholtz,https://scholar.google.com/citations?user=65FCPpwAAAAJ
acm_fellows.csv,"Vigna, Giovanni",Giovanni Vigna,Giovanni Vigna,existing_link_corroborated,Giovanni Vigna,Giovanni Vigna,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/v/GiovanniVigna,https://scholar.google.com/citations?user=2eM6GocAAAAJ
acm_fellows.csv,"Whitley, Darrell",Darrell Whitley,Darrell Whitley,existing_link_corroborated,Darrell Whitley,Darrell Whitley,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/w/LDarrellWhitley,https://scholar.google.com/citations?user=0VzUxIcAAAAJ
acm_fellows.csv,"Xie, Yuan",Yuan Xie 0001,Yuan Xie 0001,existing_link_corroborated,Yuan Xie 0001,Yuan Xie 0001,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/x/YuanXie,https://scholar.google.com/citations?user=dK2ZuDcAAAAJ
acm_fellows.csv,"Borner, Katy",Katy Börner,Katy Börner,existing_link_corroborated,Katy Börner,Katy Börner,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/b/KatyBorner,https://scholar.google.com/citations?user=YirSp_cAAAAJ
acm_fellows.csv,"Bruckman, Amy S",Amy S. Bruckman,Amy S. Bruckman,existing_link_corroborated,Amy S. Bruckman,Amy S. Bruckman,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/b/AmyBruckman,https://scholar.google.com/citations?user=IdWa_JkAAAAJ
acm_fellows.csv,"Darwiche, Adnan",Adnan Darwiche,Adnan Darwiche,existing_link_corroborated,Adnan Darwiche,,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/p/ADarwiche,https://scholar.google.com/citations?user=NzyvbZoAAAAJ
acm_fellows.csv,"Dey, Tamal Krishna",Tamal Krishna Dey,Tamal Krishna Dey,existing_spelling_variant_corroborated,Tamal K. Dey,Tamal K. Dey,"Historical and refreshed names differ, but the source Scholar ID and institution agree; preserve the current source spelling.",,https://dblp.org/pid/d/TamalKDey,https://scholar.google.com/citations?user=k7VhUnAAAAAJ
acm_fellows.csv,"Dwarkadas, Sandhya",Sandhya Dwarkadas,Sandhya Dwarkadas,existing_link_corroborated,Sandhya Dwarkadas,Sandhya Dwarkadas,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/62/1421,https://scholar.google.com/citations?user=L1pb8GUAAAAJ
acm_fellows.csv,"Feiner, Steven",Steven Feiner,Steven Feiner,existing_link_corroborated,Steven Feiner,Steven Feiner,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/f/StevenFeiner,https://scholar.google.com/citations?user=PogsVkYAAAAJ
acm_fellows.csv,"Finin, Tim",Tim Finin,Tim Finin,existing_link_corroborated,Tim Finin,Tim Finin,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/f/TWFinin,https://scholar.google.com/citations?user=p5oWQ0AAAAAJ
acm_fellows.csv,"Gilbert, Juan E",Juan E. Gilbert,Juan E. Gilbert,existing_link_corroborated,Juan E. Gilbert,Juan E. Gilbert,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/01/6747,https://scholar.google.com/citations?user=FKbHXRUAAAAJ
acm_fellows.csv,"Hajiaghayi, Mohammad T.",Mohammad Taghi Hajiaghayi,Mohammad Taghi Hajiaghayi,existing_link_corroborated,Mohammad Taghi Hajiaghayi,Mohammad Taghi Hajiaghayi,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/334/4488,https://scholar.google.com/citations?user=SQ1eGN4AAAAJ
acm_fellows.csv,"Halperin, Dan",Dan Halperin,Dan Halperin,existing_link_corroborated,Dan Halperin,,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/h/DanHalperin,https://scholar.google.com/citations?user=2-e0jiEAAAAJ
acm_fellows.csv,"Heinzelman, Wendi Beth",Wendi Beth Heinzelman,Wendi Beth Heinzelman,existing_link_corroborated,Wendi Beth Heinzelman,Wendi Beth Heinzelman,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/h/WendiRabinerHeinzelman,https://scholar.google.com/citations?user=myYVVuYAAAAJ
acm_fellows.csv,"Hodgins, Jessica K",Jessica K. Hodgins,Jessica K. Hodgins,existing_link_corroborated,Jessica K. Hodgins,,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/75/3852,https://scholar.google.com/citations?user=vswo4rQAAAAJ
acm_fellows.csv,"Hughes, John",John Hughes 0001,John Hughes 0001,existing_link_corroborated,John Hughes 0001,John Hughes 0001,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/h/JohnHughes,https://scholar.google.com/citations?user=adD4xmAAAAAJ
acm_fellows.csv,"Håstad, Johan",Johan Håstad,Johan Håstad,existing_link_corroborated,Johan Håstad,Johan Håstad,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/47/3155,https://scholar.google.com/citations?user=n0QrdEMAAAAJ
acm_fellows.csv,"Isbell, Charles Lee",Charles Lee Isbell Jr.,Charles Lee Isbell Jr.,existing_link_corroborated,Charles Lee Isbell Jr.,,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/i/LCIsbell,
acm_fellows.csv,"Khanna, Sanjeev",Sanjeev Khanna,Sanjeev Khanna,existing_link_corroborated,Sanjeev Khanna,Sanjeev Khanna,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/k/SanjeevKhanna,https://scholar.google.com/citations?user=HriWXcEAAAAJ
acm_fellows.csv,"Lee, Lillian",Lillian Lee,Lillian Lee,existing_link_corroborated,Lillian Lee,Lillian Lee,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/l/LillianLee,https://scholar.google.com/citations?user=oJESe-cAAAAJ
acm_fellows.csv,"Liu, Huan",Huan Liu 0001,Huan Liu 0001,existing_link_corroborated,Huan Liu 0001,Huan Liu 0001,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/226/0686,https://scholar.google.com/citations?user=Dzf46C8AAAAJ
acm_fellows.csv,"Luo, Jiebo",Jiebo Luo 0001,Jiebo Luo 0001,existing_link_corroborated,Jiebo Luo 0001,Jiebo Luo 0001,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/25/5545,https://scholar.google.com/citations?user=CcbnBvgAAAAJ
acm_fellows.csv,"Maggs, Bruce M",Bruce M. Maggs,Bruce M. Maggs,existing_link_corroborated,Bruce M. Maggs,Bruce M. Maggs,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/m/BruceMMaggs,https://scholar.google.com/citations?user=Gwrwxa0AAAAJ
