name,year,google_scholar_profile_quality,category,review_requested,reason,acm_fellow_profile,google_scholar_profile,dblp_profile,acm_citation,scholar_name,scholar_affiliation,sample_publications,dblp_title_matches,evidence_title,evidence_authors,supporting_source,reviewed_at,scholar_fetched_at,acm_fetched_at,scholar_capture_sha256,previous_quality,previous_category,previous_reason,adjacent_sample_lower_bound,reassessment_basis
Xin Luna Dong,2023,Y,reasonable_sample,N,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,https://awards.acm.org/award-recipients/dong_4269593,https://scholar.google.com/citations?user=uGsKvHoAAAAJ,https://dblp.org/pid/d/XinLunaDong,For contributions to knowledge graph construction and data integration.,Xin Luna Dong,"ACM / IEEE Fellow, Principal Scientist at Meta",20,17,,,,2026-09-17T21:17:16-04:00,2026-09-16T18:53:14Z,2026-09-13T15:52:50.312153+00:00,c3da05bea5a938293caa89e236dd7a0795bfd66c0c04eca499f8bdc57004a5c6,Y,reasonable_sample,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,,
Xing Xie,2023,Y,reasonable_sample,N,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,https://awards.acm.org/award-recipients/xie_5371976,https://scholar.google.com/citations?user=5EQfAFIAAAAJ,https://dblp.org/pid/08/6809-1,For contributions to spatial data mining and recommendation systems,Xing Xie 谢幸,"Assistant Managing Director, Microsoft Research Asia, ACM Fellow, IEEE Fellow, CCF Fellow",20,20,,,,2026-09-17T21:17:16-04:00,2026-09-16T18:53:20Z,2026-09-13T15:52:57.663716+00:00,e692eaf7b614925522fc4648648506419c27205d7a009d637140444f5c01dba8,Y,reasonable_sample,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,,
Yann LeCun,2023,Y,reasonable_sample,N,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,https://awards.acm.org/award-recipients/lecun_6017366,https://scholar.google.com/citations?user=WLN3QrAAAAAJ,https://dblp.org/pid/l/YannLeCun,For conceptual and engineering breakthroughs that have made deep neural networks a critical component of computing,Yann LeCun,"Executive Chairman AMI Labs & Jacob T Schwarz Professor, Courant Institute, New York University",20,16,,,,2026-09-17T21:17:16-04:00,2026-09-17T02:06:39Z,2026-09-13T15:53:04.058731+00:00,8a75d88371a1ceb9c728723926c1412cca8c6b2f3e1f4db63812f359f0ed424a,Y,reasonable_sample,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,,
Yingying Chen,2023,Y,reasonable_sample,N,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,https://awards.acm.org/award-recipients/chen_8914317,https://scholar.google.com/citations?user=jCZaWOEAAAAJ,https://dblp.org/pid/18/2343-1,For contributions to design and application of mobile sensing and mobile security systems,Yingying Chen,"Fellow of AAAS, NAI, ACM and IEEE, Distinguished Professor and Dept. Chair, Rutgers University",20,19,,,,2026-09-17T21:17:16-04:00,2026-09-16T18:55:53Z,2026-09-13T15:53:09.842351+00:00,cfd57a248750ac7a860ea7820fcfc3ceaa11952e85be7480cd512943104ffbd9,Y,reasonable_sample,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,,
Yoshua Bengio,2023,Y,reasonable_sample,N,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,https://awards.acm.org/award-recipients/bengio_3406375,https://scholar.google.com/citations?user=kukA0LcAAAAJ,https://dblp.org/pid/56/953,For conceptual and engineering breakthroughs that have made deep neural networks a critical component of computing,Yoshua Bengio,"Professor of computer science, University of Montreal, Mila, IVADO, CIFAR",20,20,,,,2026-09-17T21:17:16-04:00,2026-09-17T02:06:46Z,2026-09-13T15:53:16.158015+00:00,5c1a4751b38ad2d577f856d6f38dc992ffc4f2d36ed3cf1c3e6b5676e48fbf6f,Y,reasonable_sample,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,,
Zhu Han,2023,Y,reasonable_sample,N,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,https://awards.acm.org/award-recipients/han_2285073,https://scholar.google.com/citations?user=ty7wIXoAAAAJ,https://dblp.org/pid/83/514,For contributions to distributed and autonomous management for large scale communication networks,Zhu Han,University of Houston,20,18,,,,2026-09-17T21:17:16-04:00,2026-09-16T18:56:07Z,2026-09-13T15:53:22.338057+00:00,f676b20edd0b7a32bab834f99c898796bd885b08555b13ccbc12271be249d98e,Y,reasonable_sample,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,,
Ahmed E. Hassan,2022,Y,reasonable_sample,N,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,https://awards.acm.org/award-recipients/hassan_3864774,https://scholar.google.com/citations?user=9hwXx34AAAAJ,https://dblp.org/pid/h/AhmedEHassan,For contributions to the quality assurance of large scale software systems,Ahmed E. Hassan,"Mustafa Prize Laureate, ACM/IEEE/NSERC Steacie Fellow, ACM Influential/IEEE Distinguished Educator",20,18,,,,2026-09-17T21:17:16-04:00,2026-09-16T18:56:13Z,2026-09-13T15:53:28.278117+00:00,03003deaaf750772bc8c65451f4cd1ce4cfe5e4d115c915a8fc678f75091539b,Y,reasonable_sample,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,,
Alex Pothen,2022,Y,reasonable_sample,N,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,https://awards.acm.org/award-recipients/pothen_5005655,https://scholar.google.com/citations?user=_Fah5fwAAAAJ,https://dblp.org/pid/03/854,For contributions to and leadership in combinatorial scientific computing,Alex Pothen,"Professor of Computer Science, Purdue University",20,11,,,,2026-09-17T21:17:16-04:00,2026-09-16T18:56:19Z,2026-09-13T15:53:34.039679+00:00,c585f3102389de9621efe2b5499728c1cbf7f8e2436e4e6fd00998c1a77f8a2b,Y,reasonable_sample,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,,
Alfons Kemper,2022,Y,reasonable_sample,N,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,https://awards.acm.org/award-recipients/kemper_4001152,https://scholar.google.com/citations?user=B8TzQFQAAAAJ,https://dblp.org/pid/k/AlfonsKemper,For contributions to database management system technology,Alfons Kemper,"Professor Computer Science, TUM",20,19,,,,2026-09-17T21:17:16-04:00,2026-09-17T00:40:32Z,2026-09-13T15:53:41.760030+00:00,40693b16cdd51bd633221cad50c31c0cfd35c8fde2e12d7f565ad8ec0830001d,Y,reasonable_sample,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,,
Anima Anandkumar,2022,Y,reasonable_sample,N,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,https://awards.acm.org/award-recipients/anandkumar_6110403,https://scholar.google.com/citations?user=bEcLezcAAAAJ,https://dblp.org/pid/25/1529,For contributions to tensor methods for probabilistic models and neural operators,Anima Anandkumar,California Institute of Technology and NVIDIA,20,19,,,,2026-09-17T21:17:16-04:00,2026-09-16T18:56:32Z,2026-09-13T15:53:48.311785+00:00,19e2f157c54bcc3ab711cc176df39d7b80737fabce9967a52d5e09c0778404eb,Y,reasonable_sample,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,,
Ashutosh Sabharwal,2022,Y,reasonable_sample,N,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,https://awards.acm.org/award-recipients/sabharwal_6171395,https://scholar.google.com/citations?user=MiqMO-kAAAAJ,https://dblp.org/pid/45/284,For the invention of full-duplex wireless and open-source wireless research platforms,Ashutosh Sabharwal,"Ernest D. Butcher Professor, Department of Electrical and Computer Engineering",20,18,,,,2026-09-17T21:17:16-04:00,2026-09-16T18:56:38Z,2026-09-13T15:53:55.983608+00:00,a86189ba11064f438a3c9bd9eed33bf3b402e9b469f954f9a1b0d9e7c9a361a9,Y,reasonable_sample,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,,
Bill Curtis,2022,Y,reasonable_sample,N,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,https://awards.acm.org/award-recipients/curtis_1822345,https://scholar.google.com/citations?user=D5IKxV8AAAAJ,https://dblp.org/pid/01/5712,"For contributions to software process, software measurement, and human factors in software engineering",Bill Curtis,CAST Software,20,10,,,,2026-09-17T21:17:16-04:00,2026-09-16T18:56:45Z,2026-09-13T15:54:03.455012+00:00,15177d437564de0a72c2e123e5ffa3d237b1dfe0a00476da544150e1f04cc932,Y,reasonable_sample,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,,
Boaz Barak,2022,Y,reasonable_sample,N,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,https://awards.acm.org/award-recipients/barak_5889067,https://scholar.google.com/citations?user=I0fbJ6cAAAAJ,https://dblp.org/pid/b/BBarak,"For contributions to theoretical computer science, in particular cryptography and computational complexity, and service to the theory community",Boaz Barak,Harvard University,20,16,,,,2026-09-17T21:17:16-04:00,2026-09-16T18:56:51Z,2026-09-13T15:54:11.017257+00:00,f6d981e69ab2bfe682d91ab522e23ec7834e40ea601ebe4902b5fb89ce32fcd7,Y,reasonable_sample,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,,
Bronis R. de Supinski,2022,Y,reasonable_sample,N,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,https://awards.acm.org/award-recipients/desupinski_4862751,https://scholar.google.com/citations?user=iuEBM58AAAAJ,https://dblp.org/pid/85/5840,For contributions to the design of large-scale systems and their programming systems and software,Bronis R. de Supinski,Lawrence Livermore National Laboratory,20,17,,,,2026-09-17T21:17:16-04:00,2026-09-16T18:56:57Z,2026-09-13T15:54:18.339730+00:00,578a8f26d80a1fe3d9bb2f22e2509c9e54fe6b4c033ba0ebc62df0c5eb61a718,Y,reasonable_sample,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,,
Chung C. J Kuo,2022,Y,mostly_adjacent_with_retained_concern,N,"At least 19/20 sampled publications are relevant or reasonably adjacent to the ACM-grounded identity. Y under the user's tolerant majority rule; the earlier isolated attribution concern is retained as evidence, not a reason to reject the profile.",https://awards.acm.org/award-recipients/kuo_3398864,https://scholar.google.com/citations?user=81d60okAAAAJ,https://dblp.org/pid/32/1320,"For contributions to technologies, applications, and mentorship in visual computing",C.-C. Jay Kuo,"Ming Hsieh Chair Professor in ECE-Systems, University of Southern California",20,0,Feature-based prediction of trajectories for socially compliant navigation,"M Kuderer, H Kretzschmar, C Sprunk, W Burgard",,2026-09-17T21:21:43-04:00,2026-09-16T18:57:04Z,2026-09-13T15:54:24.644079+00:00,e205c22f362e2832a1c613b592d6f648ffd6036c8e86241766bd3d308483f000,N,provisional_attribution_concern,"The selected publication is credited to other authors in the captured profile, without an evident Fellow contribution. Provisional N pending verification of full credits, contributor roles and merged versions.",19,"Individual inspection of all captured titles and credits against ACM research context; lower bound includes clearly relevant or adjacent work, not a certification of authorship."
